game_id,team_id,team_position,champion_name,win
5893039908,200,BOTTOM,Ezreal,false
5893039908,200,UTILITY,Yuumi,false
5893084653,100,TOP,Olaf,false
5893084653,100,JUNGLE,Kayn,false
5893084653,100,MIDDLE,Anivia,false
5893084653,100,BOTTOM,Jinx,false
5893084653,100,UTILITY,Janna,false
5893084653,200,TOP,Quinn,true
5893084653,200,JUNGLE,Taliyah,true
5893084653,200,UTILITY,Senna,true
5893084653,200,BOTTOM,Ornn,true
5893084653,200,MIDDLE,Veigar,true
5892886980,100,TOP,Graves,true
5892886980,100,JUNGLE,Shyvana,true
5892886980,100,UTILITY,Yuumi,true
5892886980,100,MIDDLE,Yone,true
5892886980,100,BOTTOM,MissFortune,true
5892886980,200,TOP,Gangplank,false
5892886980,200,JUNGLE,Gwen,false
5892886980,200,UTILITY,Karma,false
5892886980,200,BOTTOM,Ezreal,false
5892886980,200,MIDDLE,Lissandra,false
5892767780,100,TOP,DrMundo,false
5892767780,100,JUNGLE,Viego,false
5892767780,100,MIDDLE,Vladimir,false
5892767780,100,BOTTOM,Zeri,false
5892767780,100,UTILITY,Karma,false
5892767780,200,TOP,Camille,true
5892767780,200,JUNGLE,Graves,true
5892767780,200,MIDDLE,Syndra,true
5892767780,200,BOTTOM,Zilean,true
5892767780,200,UTILITY,Lulu,true
5892744079,100,TOP,Kayle,true
5892744079,100,JUNGLE,Graves,true
5892744079,100,MIDDLE,Karma,true
5892744079,100,BOTTOM,KogMaw,true
5892744079,100,UTILITY,Janna,true
5892744079,200,TOP,Fiora,false
5892744079,200,JUNGLE,Udyr,false
5892744079,200,MIDDLE,Zilean,false
5892744079,200,BOTTOM,MonkeyKing,false
5892744079,200,UTILITY,Senna,false
5892421507,100,TOP,Camille,false
5892421507,100,JUNGLE,Diana,false
5892421507,100,MIDDLE,Talon,false
5892421507,100,BOTTOM,Veigar,false
5892421507,100,UTILITY,Ashe,false
5892421507,200,TOP,Gangplank,true
5892421507,200,JUNGLE,Khazix,true
5892421507,200,MIDDLE,Orianna,true
5892421507,200,BOTTOM,Kaisa,true
5892421507,200,UTILITY,Lulu,true
5892344087,100,TOP,Jayce,true
5892344087,100,JUNGLE,Zac,true
5892344087,100,MIDDLE,Orianna,true
5892344087,100,BOTTOM,Ezreal,true
5892344087,100,UTILITY,Rakan,true
5892344087,200,TOP,Gangplank,false
5892344087,200,JUNGLE,Talon,false
5892344087,200,MIDDLE,Kassadin,false
5892344087,200,BOTTOM,Zeri,false
5892344087,200,UTILITY,Taliyah,false
5892285321,100,TOP,Aatrox,false
5892285321,100,JUNGLE,Sejuani,false
5892285321,100,MIDDLE,Yone,false
5892285321,100,BOTTOM,Yasuo,false
5892285321,100,UTILITY,Thresh,false
5892285321,200,TOP,Gangplank,true
5892285321,200,JUNGLE,Lillia,true
5892285321,200,MIDDLE,Renekton,true
5892285321,200,BOTTOM,Ashe,true
5892285321,200,UTILITY,Lulu,true
5891893448,100,TOP,Akshan,true
5891893448,100,JUNGLE,LeeSin,true
5891893448,100,MIDDLE,Viktor,true
5891893448,100,BOTTOM,Vayne,true
5891893448,100,UTILITY,Braum,true
5891893448,200,TOP,Irelia,false
5891893448,200,JUNGLE,Viego,false
5891893448,200,MIDDLE,Anivia,false
5891893448,200,BOTTOM,Samira,false
5891893448,200,UTILITY,Nautilus,false
5890949634,100,TOP,Fiora,false
5890949634,100,JUNGLE,Viego,false
5890949634,100,MIDDLE,Akali,false
5890949634,100,BOTTOM,Tristana,false
5890949634,100,UTILITY,Lulu,false
5890949634,200,TOP,Kennen,true
5890949634,200,JUNGLE,MonkeyKing,true
5890949634,200,MIDDLE,Ahri,true
5890949634,200,UTILITY,Senna,true
5890949634,200,BOTTOM,Sett,true
5890875036,100,TOP,Garen,true
5890875036,100,JUNGLE,Lillia,true
5890875036,100,MIDDLE,Taliyah,true
5890875036,100,BOTTOM,Samira,true
5890875036,100,UTILITY,Leona,true
5890875036,200,TOP,Camille,false
5890875036,200,JUNGLE,Graves,false
5890875036,200,MIDDLE,Azir,false
5890875036,200,BOTTOM,Xayah,false
5890875036,200,UTILITY,Rakan,false
5890106417,100,TOP,Irelia,true
5890106417,100,JUNGLE,Talon,true
5890106417,100,MIDDLE,Ekko,true
5890106417,100,BOTTOM,Jinx,true
5890106417,100,UTILITY,Lulu,true
5890106417,200,TOP,Singed,false
5890106417,200,JUNGLE,Diana,false
5890106417,200,MIDDLE,Yasuo,false
5890106417,200,"",Jhin,false
5890106417,200,UTILITY,Alistar,false
5890090999,100,TOP,Ornn,true
5890090999,100,JUNGLE,Kayn,true
5890090999,100,MIDDLE,Sylas,true
5890090999,100,BOTTOM,Jinx,true
5890090999,100,UTILITY,Lulu,true
5890090999,200,TOP,Singed,false
5890090999,200,JUNGLE,Qiyana,false
5890090999,200,MIDDLE,Ekko,false
5890090999,200,BOTTOM,Ezreal,false
5890090999,200,UTILITY,Senna,false
5890041038,100,TOP,Jayce,true
5890041038,100,JUNGLE,Zac,true
5890041038,100,MIDDLE,Veigar,true
5890041038,100,BOTTOM,Aphelios,true
5890041038,100,UTILITY,Thresh,true
5890041038,200,TOP,Gwen,false
5890041038,200,JUNGLE,Talon,false
5890041038,200,MIDDLE,Corki,false
5890041038,200,BOTTOM,Lucian,false
5890041038,200,UTILITY,Nami,false
5889925068,100,TOP,Kennen,true
5889925068,100,JUNGLE,Hecarim,true
5889925068,100,MIDDLE,Gwen,true
5889925068,100,BOTTOM,Ashe,true
5889925068,100,UTILITY,Lulu,true
5889925068,200,TOP,Aatrox,false
5889925068,200,JUNGLE,Karthus,false
5889925068,200,MIDDLE,Kayle,false
5889925068,200,BOTTOM,Aphelios,false
5889925068,200,UTILITY,Senna,false
5889507218,100,TOP,Swain,false
5889507218,100,JUNGLE,Kayn,false
5889507218,100,MIDDLE,Vex,false
5889507218,100,BOTTOM,Jinx,false
5889507218,100,UTILITY,Karma,false
5889507218,200,TOP,Gnar,true
5889507218,200,JUNGLE,Graves,true
5889507218,200,MIDDLE,Talon,true
5889507218,200,BOTTOM,KogMaw,true
5889507218,200,UTILITY,Lulu,true
5889494011,100,TOP,Ornn,true
5889494011,100,JUNGLE,Viego,true
5889494011,100,MIDDLE,Kayle,true
5889494011,100,BOTTOM,KogMaw,true
5889494011,100,UTILITY,Lulu,true
5889494011,200,TOP,Swain,false
5889494011,200,JUNGLE,Volibear,false
5889494011,200,MIDDLE,Sylas,false
5889494011,200,BOTTOM,Zeri,false
5889494011,200,UTILITY,Yuumi,false
5894556187,100,TOP,Irelia,true
5894556187,100,JUNGLE,Shyvana,true
5894556187,100,MIDDLE,TwistedFate,true
5894556187,100,BOTTOM,Draven,true
5894556187,100,UTILITY,Senna,true
5894556187,200,TOP,Gnar,false
5894556187,200,JUNGLE,Lillia,false
5894556187,200,MIDDLE,Talon,false
5894556187,200,BOTTOM,Ashe,false
5894556187,200,UTILITY,Pyke,false
5894400173,100,TOP,Sett,false
5894400173,100,JUNGLE,FiddleSticks,false
5894400173,100,BOTTOM,MissFortune,false
5894400173,100,MIDDLE,Cassiopeia,false
5894400173,100,UTILITY,Ashe,false
5894400173,200,TOP,Riven,true
5894400173,200,JUNGLE,Lillia,true
5894400173,200,MIDDLE,Irelia,true
5894400173,200,BOTTOM,Kaisa,true
5894400173,200,UTILITY,Yuumi,true
5894356019,100,TOP,Gangplank,false
5894356019,100,JUNGLE,Gwen,false
5894356019,100,MIDDLE,Kayle,false
5894356019,100,BOTTOM,Draven,false
5894356019,100,UTILITY,Senna,false
5894356019,200,TOP,Jax,true
5894356019,200,JUNGLE,Karthus,true
5894356019,200,MIDDLE,Yasuo,true
5894356019,200,BOTTOM,Jhin,true
